주차장명,위도,경도
예술로,37.44890769,126.6955976
구월남로,37.45316601,126.7048249
구월여중앞,37.44786342,126.7065298
작은성말,37.44551778,126.7053186
다복,37.45969468,126.714282
장미,37.45693327,126.7161914
용천,37.45973367,126.7154912
신성길,37.46019885,126.7215929
인정,37.44868603,126.6935191
진솔,37.44857344,126.6952599
문화서,37.44986159,126.6951529
구월도매시장,37.44447899,126.7042718
문화서제2,37.45191626,126.6953027
문화서제3,37.44675767,126.6968946
문화로,37.44857344,126.6952599
볼우물길,37.44760296,126.6962583
문예6길,37.44620555,126.695925
"구산로1,2,3호",37.45553674,126.7199377
만수복개천1호,37.45350471,126.7217084
만수복개천3호,37.44936533,126.7277474
만수복개천4호,37.45043384,126.7261726
소망,37.45223853,126.7234875
성실,37.4505329,126.7223298
모래마을4호,37.45350471,126.7217084
모래마을5호,37.45306307,126.7216423
모래마을1호,37.45390263,126.7223285
모래마을2호,37.45313584,126.7219358
모래마을3호,37.45275759,126.7220051
고령도,37.45779471,126.6968271
동일,37.45688261,126.696017
선진8길,37.45570437,126.696813
양지말,37.45985752,126.7036794
목화,37.46290016,126.7097823
석촌제1호,37.46122298,126.7128972
돌산마루2호,37.46505402,126.7173359
석촌로1호,37.46417092,126.7099243
돌산마루4호,37.4661943,126.7156926
돌산마루5호,37.46496041,126.7158894
백범,37.461597,126.718502
석천,37.46798117,126.7059304
간석복개지,37.46707205,126.6922564
주원,37.46553637,126.7011474
하촌로1-4,37.4515116,126.7324749
하촌로5,37.45460354,126.7253548
만수시장,37.45992475,126.7315291
향촌,37.46107734,126.731231
만부제1호,37.46548058,126.7380085
만부제2호,37.46614827,126.7384357
만부제3호,37.46699571,126.7386588
만월1호,37.46459755,126.7261883
산호2호,37.46283469,126.7236741
산호1호,37.46408117,126.724992
만월2호,37.4645196,126.7275337
만월3호,37.4642766,126.7276476
만월4호,37.46384601,126.728463
만월5호,37.46193115,126.7264241
만월6호,37.46321227,126.7271541
만월7호,37.46102094,126.7263371
만월8호,37.46214744,126.726446
만월9호,37.46023229,126.7281484
만월10호,37.46140281,126.7278164
만수복개천2,37.45386457,126.7252897
진주2호,37.46096986,126.7276145
만수어린이공원,37.45368075,126.727596
진주1호,37.45756119,126.7263724
진주3호,37.45588525,126.73021
자치길,37.4584561,126.7276237
백구로,37.45654075,126.7253816
만수복개천5호,37.44825344,126.7300569
담방,37.44557222,126.7396608
장승백이1호,37.44761965,126.7366024
장승백이2호,37.4458365,126.7410047
장승백이3호,37.44599094,126.7415805
서창1호,37.43722188,126.7446166
서창2호,37.43575065,126.7475707
서창3호,37.43289464,126.7518513
서창4호,37.43170513,126.7517649
서창5호,37.43423594,126.7512932
서창6호,37.43737861,126.7462544
소래산,37.45856051,126.7721892
장수2호,37.45091884,126.7538366
만의골,37.45722865,126.7730184
장수3호,37.44973301,126.7555018
시계공영주차장,37.4433408,126.7666988
새남촌,37.43270596,126.7127247
남촌(화물),37.4319252,126.7103325
남촌동(견인사업소),37.4319252,126.7103325
도림2호,37.41934553,126.7284108
도림1호,37.42213175,126.729327
소래제1호,37.39779384,126.73644
소래제2호,37.39970028,126.7348069
소래제3호,37.40145061,126.7318982
논현제5호,37.39983629,126.7235015
논고개,37.39888047,126.7270173
"포구로1,2호",37.4003317,126.7391302
"장도로1,2,3,4호",37.39876154,126.7380515
소래제4호,37.39946928,126.7402739
하모니,37.40168023,126.7073894
논현제4호,37.39806704,126.7259361
공단공구상가,37.40248538,126.7235594
주부토로,37.49752645,126.7251621
부평시장로터리,37.49465568,126.7266089
삼산1차,37.52139652,126.742234
삼산2차,37.52140817,126.743433
삼산3차,37.52218331,126.7435661
부흥로(4동 성당),37.49164015,126.7239627
롯데백화점앞,37.4941825,126.720821
충선로311번길,37.5162513,126.7339381
부흥로터리,37.49731496,126.7310772
시장로,37.49640733,126.7282082
대정로,37.4955096,126.7257463
세월천로,37.5129157,126.7067592
열우물로,37.47405288,126.6984565
부평시장,37.49602618,126.7270335
부평시장대정,37.49718237,126.7244397
부평깡시장,37.49870168,126.7268428
부원,37.4923499,126.719324
백운역북광장,37.48465626,126.7086119
화랑로,37.49360522,126.7022897
굴포천2차,37.500858,126.7204679
굴포천3차,37.50356968,126.7203446
굴포천4차,37.50477524,126.719605
부평구청역,37.50584984,126.7206188
갈산역,37.51582085,126.7231715
부개1차,37.50422485,126.7387086
부개2차,37.50340478,126.7386323
부개3차,37.49723438,126.7392534
인천나비공원,37.52070248,126.6970341
청천화물,37.51664005,126.7153749
부평삼거리역,37.47780247,126.7097241
삼산5차,37.52026506,126.7480975
삼산해돋이,37.51679904,126.7331218
백운남부1차,37.48091219,126.7102433
세월천골,37.51405852,126.6990972
희망천2지구,37.48210022,126.7133818
화랑남로5번길,37.49299994,126.7052095
평천로 357번길,37.51808158,126.7305607
경인로1024번길,37.48608401,126.7330061
굴재공원(구 귤현동2),37.56819953,126.7490775
샘터공원(구 귤현동3),37.56803788,126.7451617
임학공원,37.54831609,126.7333703
황어장터(구 장기동1),37.57869316,126.7355703
장터공원(구 장기동3),37.57940907,126.7374017
양지말공원(구 동양동1),37.56335445,126.7543457
모텡이공원(구 동양동2),37.56186896,126.7548825
서녁공원(구 동양동3),37.56088459,126.7581001
살나리공원(구 살라리),37.53645131,126.7460285
장제로946번길,37.54817883,126.7445171
봉오대로543번길,37.53142691,126.7087337
마장로,37.52883269,126.7053839
명현쌈지,37.531768,126.7118549
효성동 쌈지,37.52950427,126.7073158
효성동 268-13,37.52836175,126.7153186
작전동 71-5,37.53379481,126.7305715
작전동 94-1,37.53166908,126.7308281
석남제5주차장,37.51076584,126.6740241
석남제6주차장(거북시장),37.50337118,126.6749047
서구청제1주차장,37.54607157,126.6758719
연희동주차장,37.54956684,126.678946
가좌3동주차장,37.49370041,126.6803069
신현쌈지주차장,37.52002994,126.6651376
석남쌈지주차장,37.51316944,126.6700774
가좌쌈지주차장,37.48723439,126.6881364
가좌쌈지주차장,37.48724569,126.6889957
가정동주차장,37.51651129,126.6795188
검암제1주차장,37.56421233,126.6740723
검암제2주차장,37.56705058,126.68067
경서주차장,37.55819995,126.6542364
검암 제3주차장,37.56603013,126.6831193
검암제4주차장,37.55783287,126.6738853
쌈지주차장,37.50021434,126.6802223
강남시장주차장,37.51184853,126.6713387
연희주차장,37.54895151,126.6779755
심곡주차장,37.54211659,126.6727549
가석파출소주차장,37.50946249,126.6783955
연희동727-10주차장,37.55061376,126.6730796
연희동731-1주차장,37.55001815,126.6695289
연희동 689-14주차장,37.54825936,126.6752966
마전동 908-3 주차장,37.60320157,126.6565631
왕길동 661-2 주차장,37.60104211,126.657547
마전동 986 주차장,37.601584,126.661089
마전동 1019주차장,37.59451409,126.6715272
마전동 1011-3주차장,37.59433059,126.6735661
원당동 825-1 주차장,37.59455212,126.6955772
원당동 825-8 주차장,37.59437772,126.6978085
당하동 1029-1 주차장,37.59289376,126.6953575
당하동 1030-6 주차장,37.59264052,126.698461
마전동 1055-3 주차장,37.59438947,126.6752983
당하동 1097-5번지 주차장,37.59205515,126.6750141
당하동 884-2 주차장,37.58734596,126.6760651
마전동 316-7 주차장,37.60943001,126.670034
마전동 348-4 주차장,37.60881271,126.6683946
불로동 789 주차장,37.61299643,126.6858743
신현동 133-1 주차장,37.51717106,126.6673336
석남동 561-13(거북이마을),37.50129564,126.6769833
석남동 553-10(거북이마을),37.50481878,126.6770811
원창동 477-3,37.50758618,126.6404363
가좌동 축산물시장 주차장,37.47814149,126.6874284
연희동 764-1 주차장,37.55322771,126.6734755
연희동 805-1 주차장,37.55045829,126.6690516
석남동 175-2 주차장,37.51165655,126.667166
석남동 175-20 주차장,37.51134133,126.6672127
종전대지(코스모화학) 주차장,37.48614325,126.6778067
연희동 766-1 주차장,37.5386742,126.653739
정서진중앙시장 주차장,37.51929991,126.6779005
강화역사관,37.73379004,126.5169895
광성보,37.66438974,126.5281072
초지진,37.63248352,126.5318221
함허동천,37.60972573,126.4567092
마니산,37.63378502,126.4234528
고인돌,37.77324292,126.4363836
강화풍물시장,37.7415086,126.492921
"강화종합전시관(구,토산품센터)",37.74241712,126.4884447
"남산리(구,풍물시장)",37.74216514,126.4905794
용흥궁공원,37.74882911,126.4857566
화문석문화관,37.79502506,126.4548938
관청리(중앙시장A동),37.74789518,126.4844015
온수리 제1공영주차장,37.75476026,126.4989123
온수리 제2공영주차장,37.6391839,126.492171
중앙로 노상주차장,37.74551341,126.4877652
신문리 공영주차장,37.74678306,126.4794283
